0.579   TIME(s) COMM             PID     PPID    RET ARGS
212.377 nice             75954   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
212.377 nice             75955   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
212.377 ionice           75954   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
212.377 ionice           75955   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
212.377 gdbus            75954   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
212.378 gdbus            75955   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
212.379 nice             75962   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
212.379 nice             75963   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
212.380 ionice           75962   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
212.380 ionice           75963   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
212.380 gdbus            75962   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
212.380 gdbus            75963   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
212.382 nice             75970   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
212.382 nice             75971   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
212.382 ionice           75970   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
212.382 ionice           75971   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
212.382 ip               75970   2381      0 /usr/bin/ip -4 addr show wlp8s0
212.382 nmcli            75971   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
218.831 nice             75977   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
218.831 nice             75978   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
218.831 nice             75979   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
218.831 nice             75980   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
218.832 ionice           75977   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
218.832 ionice           75979   2381      0 
218.832 nice             75981   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
218.832 ionice           75978   2381      0 
218.832 gdbus            75977   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
218.832 ionice           75981   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
218.832 ionice           75980   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
218.832 nmcli            75979   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
218.832 nmcli            75978   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
218.832 nmcli            75980   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
218.832 gdbus            75981   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
218.834 nice             75997   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
218.834 ionice           75997   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
218.835 gdbus            75997   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
218.840 nice             76004   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
218.840 ionice           76004   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
218.840 nice             76005   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
218.840 gdbus            76004   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
218.841 ionice           76005   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
218.841 gdbus            76005   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
218.842 nice             76012   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
218.842 ionice           76012   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
218.843 nice             76013   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
218.843 gdbus            76012   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
218.843 ionice           76013   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
218.843 gdbus            76013   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
218.845 nice             76020   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
218.845 nice             76021   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
218.845 ionice           76020   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
218.845 ionice           76021   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
218.845 ip               76020   2381      0 /usr/bin/ip -4 addr show wlp8s0
218.845 nmcli            76021   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
224.368 nice             76026   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
224.368 nice             76027   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
224.368 nice             76029   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
224.368 nice             76028   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
224.368 nice             76030   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
224.368 ionice           76029   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
224.369 ionice           76027   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
224.369 ionice           76026   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
224.369 ionice           76030   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
224.369 ionice           76028   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
224.369 nmcli            76029   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
224.369 nmcli            76027   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
224.369 gdbus            76026   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
224.369 gdbus            76030   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
224.369 nmcli            76028   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
224.371 nice             76045   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
224.372 ionice           76045   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
224.372 gdbus            76045   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
224.379 nice             76053   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
224.379 ionice           76053   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
224.379 gdbus            76053   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
224.380 nice             76054   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
224.380 ionice           76054   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
224.380 gdbus            76054   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
224.381 nice             76058   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
224.381 ionice           76058   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
224.381 gdbus            76058   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
224.382 nice             76062   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
224.382 ionice           76062   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
224.382 gdbus            76062   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
224.384 nice             76069   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
224.384 nice             76070   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
224.384 ionice           76069   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
224.384 ionice           76070   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
224.385 ip               76069   2381      0 /usr/bin/ip -4 addr show wlp8s0
224.385 nmcli            76070   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
238.031 nice             76075   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
238.032 nice             76076   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
238.032 nice             76077   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
238.032 nice             76078   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
238.032 ionice           76075   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
238.032 nice             76079   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
238.032 ionice           76076   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
238.032 ionice           76077   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
238.032 ionice           76078   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
238.032 ionice           76079   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
238.032 gdbus            76075   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
238.032 nmcli            76076   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
238.032 nmcli            76078   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
238.032 nmcli            76077   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
238.033 gdbus            76079   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
238.035 nice             76096   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
238.035 ionice           76096   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
238.035 gdbus            76096   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
238.042 nice             76102   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
238.042 ionice           76102   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
238.043 gdbus            76102   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
238.043 nice             76103   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
238.043 ionice           76103   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
238.044 gdbus            76103   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
238.044 nice             76107   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
238.045 ionice           76107   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
238.045 gdbus            76107   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
238.045 nice             76111   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
238.045 ionice           76111   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
238.046 gdbus            76111   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
238.047 nice             76118   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
238.047 nice             76119   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
238.047 ionice           76118   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
238.047 ionice           76119   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
238.047 ip               76118   2381      0 /usr/bin/ip -4 addr show wlp8s0
238.047 nmcli            76119   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
238.960 nice             76125   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
238.960 nice             76126   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
238.960 nice             76127   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
238.960 ionice           76125   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
238.960 nice             76128   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
238.960 ionice           76128   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
238.960 ionice           76127   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
238.960 ionice           76126   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
238.960 gdbus            76125   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
238.960 nice             76129   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
238.960 nmcli            76127   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
238.961 nmcli            76128   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
238.961 ionice           76129   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
238.961 nmcli            76126   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
238.961 gdbus            76129   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
238.963 nice             76143   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
238.963 ionice           76143   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
238.963 gdbus            76143   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
238.970 nice             76152   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
238.970 ionice           76152   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
238.970 gdbus            76152   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
238.971 nice             76155   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
238.971 ionice           76155   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
238.972 gdbus            76155   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
238.972 nice             76157   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
238.972 ionice           76157   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
